data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2023,55991057,,51
2023,50386511,,51
2023,50386539,,51
2023,50386540,,51
2023,50386534,,52
2023,50862684,,51
2023,50862687,,51
2023,50862703,,51
2023,50862709,,51
2023,50862716,,51
2023,50862708,,51
2023,50862707,,51
2023,51385545,,51
2023,51385553,,51
2023,51745136,,51
2023,51745147,,51
2023,51745124,,3
2023,51745196,,51
2023,52161644,,51
2023,52161659,,51
2023,52161666,,51
2023,52640512,,51
2023,52640522,,51
2023,52640532,,51
2023,52640540,,51
2023,53000723,,51
2023,53000748,,51
2023,53000753,,51
2023,53000706,,51
2023,53000735,,51
2023,53519101,,51
2023,53519107,,51
2023,53519113,,51
2023,53519081,,51
2023,53519057,,51
2023,54829750,,51
2023,53519089,,9
2023,53519093,,51
2023,53933728,,51
2023,53933564,,51
2023,53933528,,51
2023,53933529,,51
2023,53933578,,51
2023,54829468,,51
2023,54829477,,51
2023,54829486,,51
2023,54829492,,51
2023,54829508,,51
2023,55495499,,51
2023,55495464,,51
2023,56644080,,51
2023,55495520,,51
2023,55495544,,51
2023,55495547,,51
2023,55988063,,51
2023,55988018,,51
2023,55988064,,51
2023,55988028,,51
2023,55988045,,51
2023,55988019,,51
2023,55988026,,51
2023,55988068,,51
2023,51744076,,51
2023,51744081,,51
2023,51744069,,51
2023,51744122,,51
2023,51744056,,51
2023,51744057,,51
2023,51744072,,51
2023,51744098,,51
2023,51744077,,51
2023,51744110,,51
2023,51744113,,51
2023,51744137,,51
2023,51744162,,51
2023,51744175,,51
2023,51744176,,51
2023,51744119,,51
2023,51744123,,3
2023,51744124,,51
2023,51744126,,51
2023,51744131,,51
2023,51744352,,51
2023,51744132,,51
2023,51744168,,3
2023,51744186,,51
2023,51744210,,51
2023,51744212,,51
2023,51744220,,51
2023,51744230,,51
2023,51744143,,51
2023,51744326,,51
2023,51744337,,51
2023,51744179,,51
2023,51744180,,51
2023,51744200,,51
2023,51744187,,51
2023,51744205,,51
2023,51744226,,51
2023,51744223,,51
2023,51744181,,51
2023,51744203,,51
2023,51744204,,51
2023,51744222,,51
2023,52161116,,51
2023,51744189,,51
2023,51744213,,51
2023,51744214,,51
2023,51744231,,51
2023,51744244,,51
2023,51744224,,51
2023,51744238,,51
2023,51744254,,51
2023,51744265,,51
2023,52161168,,51
2023,51744298,,51
2023,52161132,,51
2023,51744294,,51
2023,52161125,,51
2023,52161130,,51
2023,52161141,,51
2023,52161136,,51
2023,52161143,,51
2023,52161148,,51
2023,51744278,,51
2023,52161157,,51
2023,50388102,,51
2023,50387981,,51
2023,50388069,,51
2023,50388011,,51
2023,50388067,,51
2023,50388083,,51
2023,50388116,,51
2023,50388125,,51
2023,50388043,,51
2023,50388062,,51
2023,50388017,,51
2023,50388031,,51
2023,50388045,,51
2023,50388086,,51
2023,50388093,,51
2023,50388094,,51
2023,50388108,,51
2023,50388109,,51
2023,50387984,,51
2023,50387988,,51
2023,51386755,,51
2023,50388009,,51
2023,50388037,,51
2023,50388038,,51
2023,50388039,,51
2023,50388070,,51
2023,50388082,,51
2023,50388098,,51
2023,50388106,,51
2023,50387985,,51
2023,50387991,,51
2023,50388012,,51
2023,50388029,,51
2023,50388061,,51
2023,50388080,,51
2023,50388092,,51
2023,50388117,,51
2023,50388118,,51
2023,50388126,,51
2023,50388127,,51
2023,50387990,,51
2023,50388138,,51
2023,50388139,,51
2023,50388035,,51
2023,50388066,,51
2023,50388112,,51
2023,50388032,,51
2023,50388033,,51
2023,50388047,,51
2023,50388063,,51
2023,50388064,,51
2023,50388099,,51
2023,50388100,,51
2023,50388104,,51
2023,50388121,,51
2023,50387995,,51
2023,50388036,,51
2023,50388030,,51
2023,50388057,,51
2023,50388058,,51
2023,50388076,,51
2023,50388084,,51
2023,50388111,,51
2023,50388046,,51
2023,50863448,,51
2023,50388136,,51
2023,50388141,,51
2023,50388110,,51
2023,50388124,,52
2023,50388140,,51
2023,50388013,,51
2023,50863445,,51
2023,50388105,,51
2023,50388122,,51
2023,50388135,,51
2023,50388142,,51
2023,50388143,,51
2023,50388155,,51
2023,50388018,,51
2023,50863458,,51
2023,50863459,,51
2023,50388113,,51
2023,50388129,,52
2023,50388130,,52
2023,50388144,,51
2023,50388154,,51
2023,50388160,,51
2023,50388156,,51
2023,50388075,,51
2023,50388081,,51
2023,50863434,,51
2023,50863435,,51
2023,50863438,,51
2023,50863443,,51
2023,50863466,,51
2023,50863471,,51
2023,50863472,,51
2023,50863452,,51
2023,50863462,,51
2023,50863468,,51
2023,50863475,,51
2023,50863476,,51
2023,50863460,,51
2023,50863495,,51
2023,51746721,,51
2023,50863504,,52
2023,50863518,,51
2023,50863525,,51
2023,50863526,,51
2023,50863527,,51
2023,50863456,,51
2023,50863486,,51
2023,50863487,,51
2023,50863503,,51
2023,50863510,,52
2023,50863473,,51
2023,56644984,,51
2023,56644985,,51
2023,50863498,,51
2023,50863521,,51
2023,51386771,,51
2023,50863514,,51
2023,50863515,,51
2023,50863516,,51
2023,50863534,,51
2023,50863545,,51
2023,50863552,,51
2023,50863502,,51
2023,50863626,,51
2023,50863627,,51
2023,50863631,,52
2023,50863537,,51
2023,50863799,,51
2023,50863800,,51
2023,50863553,,51
2023,50863591,,51
2023,51386732,,51
2023,50863597,,51
2023,50863609,,51
2023,50863583,,51
2023,50863584,,51
2023,50863596,,51
2023,50863600,,51
2023,53516248,,51
2023,53516206,,51
2023,53516316,,51
2023,53516365,,51
2023,55985460,,51
2023,55985438,,53
2023,55985461,,51
2023,55985514,,51
2023,50859056,,51
2023,50859057,,51
2023,50859082,,51
2023,50859058,,51
2023,50859261,,51
2023,50859268,,51
2023,50859067,,51
2023,50859070,,51
2023,50859071,,51
2023,50859103,,51
2023,50859104,,51
2023,50859072,,51
2023,50859073,,51
2023,50859074,,51
2023,50859075,,51
2023,50859076,,51
2023,50859077,,51
2023,50859080,,51
2023,50859081,,51
2023,50859085,,51
2023,51746269,,51
2023,50859098,,51
2023,50859101,,51
2023,50859111,,51
2023,50859115,,51
2023,50859116,,51
2023,50859126,,51
2023,50859114,,51
2023,51382346,,51
2023,51382373,,51
2023,51382413,,51
2023,51382416,,51
2023,51382371,,51
2023,51382396,,51
2023,51382404,,51
2023,51382425,,51
2023,51382441,,51
2023,51382453,,51
2023,51382490,,51
2023,51382491,,51
2023,51382507,,51
2023,51382509,,51
2023,51382510,,51
2023,51746342,,51
2023,51746270,,51
2023,51746300,,51
2023,51746261,,51
2023,51746271,,51
2023,51746320,,51
2023,51746321,,51
2023,51746329,,51
2023,51746334,,51
2023,51746335,,51
2023,51746280,,51
2023,51746287,,51
2023,51746288,,51
2023,52641795,,51
2023,52641838,,51
2023,52641877,,51
2023,52641799,,52
2023,52641813,,51
2023,52641814,,51
2023,53002520,,51
2023,53002527,,51
2023,53002544,,51
2023,53002545,,51
2023,53002555,,51
2023,53002554,,51
2023,53002537,,51
2023,57416459,,51
2023,57416460,,51
2023,53002558,,51
2023,53002566,,51
2023,57416477,,51
2023,57416478,,51
2023,53002575,,51
2023,53002576,,51
2023,53002587,,51
2023,53002592,,51
2023,53002534,,51
2023,53002540,,51
2023,53002547,,51
2023,53002588,,51
2023,53002552,,51
2023,53002562,,51
2023,53002574,,51
2023,53002584,,51
2023,53002621,,51
2023,53002622,,51
2023,53002625,,51
2023,53002627,,51
2023,53002628,,51
2023,53002567,,51
2023,53002580,,51
2023,53002593,,51
2023,53002653,,51
2023,57416427,,51
2023,53002590,,51
2023,55984500,,51
2023,55984507,,51
2023,55984519,,51
2023,55984520,,51
2023,55984527,,51
2023,55984477,,51
2023,55984478,,51
2023,55984483,,51
2023,55984488,,51
2023,55984493,,51
2023,55984502,,51
2023,55984509,,51
2023,55984516,,51
2023,55984521,,51
2023,55984526,,51
2023,55984497,,51
2023,55984506,,51
2023,55984512,,51
2023,55984518,,51
2023,55984523,,51
2023,55984552,,51
2023,55984565,,51
2023,55984522,,51
2023,55984528,,51
2023,55984539,,51
2023,55984541,,51
2023,55984561,,51
2023,55984545,,51
2023,55984546,,51
2023,55984558,,51
2023,55984563,,51
2023,55984578,,51
2023,55984583,,51
2023,55984573,,51
2023,55984548,,51
2023,55984551,,51
2023,55984557,,51
2023,55984560,,51
2023,55984575,,51
2023,55984594,,51
2023,55984626,,51
2023,55984629,,51
2023,55984634,,51
2023,55984584,,51
2023,55984585,,51
2023,55984593,,51
2023,55984606,,51
2023,55984622,,51
2023,55984632,,51
2023,55984637,,52
2023,55984643,,51
2023,55984644,,51
2023,55984625,,51
2023,55984646,,51
2023,55984647,,51
2023,55984580,,51
2023,55984588,,51
2023,55984638,,51
2023,55984639,,51
2023,55984645,,51
2023,50382299,,51
2023,50382349,,51
2023,50382366,,51
2023,50382252,,51
2023,50382273,,51
2023,50382294,,51
2023,50858819,,51
2023,50863601,,51
2023,50863615,,51
2023,50863522,,51
2023,51386742,,51
2023,50863576,,51
2023,50863577,,51
2023,51386888,,51
2023,51386889,,51
2023,50863614,,51
2023,50863536,,51
2023,50863544,,51
2023,50863562,,51
2023,50863567,,51
2023,50863579,,51
2023,50863580,,51
2023,50863617,,51
2023,50863550,,52
2023,50863561,,51
2023,50863588,,51
2023,50863603,,51
2023,50863604,,51
2023,52642117,,51
2023,50863625,,51
2023,51386893,,51
2023,50863587,,51
2023,50863595,,51
2023,50863608,,51
2023,50863581,,51
2023,50863593,,1
2023,50863611,,51
2023,50863548,,51
2023,50863563,,51
2023,50863571,,51
2023,50863557,,51
2023,50863558,,51
2023,50863559,,51
2023,50863560,,51
2023,51386897,,51
2023,50863598,,51
2023,50863620,,51
2023,51386905,,51
2023,50863713,,51
2023,50863719,,51
2023,50863727,,51
2023,51386751,,51
2023,51386752,,51
2023,51386756,,51
2023,50863585,,51
2023,50863586,,51
2023,51386770,,51
2023,51386774,,51
2023,51386769,,51
2023,51386779,,52
2023,51386793,,51
2023,51386800,,51
2023,51386772,,51
2023,51386775,,51
2023,51386788,,51
2023,51386784,,51
2023,51386791,,51
2023,51386796,,51
2023,51386797,,51
2023,51386799,,51
2023,51386801,,51
2023,51386807,,51
2023,51386773,,51
2023,51386787,,51
2023,51386794,,51
2023,51386795,,51
2023,51386790,,51
2023,51386946,,51
2023,51386958,,51
2023,51386968,,51
2023,51386972,,51
2023,51386973,,51
2023,51386974,,51
2023,51386780,,51
2023,51386781,,51
2023,51386782,,51
2023,51386789,,51
2023,51386792,,51
2023,51386809,,51
2023,51386825,,51
2023,52162702,,52
2023,52162702,,53
2023,51386832,,51
2023,51386834,,51
2023,51386804,,51
2023,51386805,,51
2023,51386837,,51
2023,51386806,,51
2023,51386814,,51
2023,51386815,,51
2023,51386816,,51
2023,51386817,,51
2023,51386827,,51
2023,51386840,,51
2023,51386848,,51
2023,51386813,,51
2023,51386821,,51
2023,51386835,,51
2023,51386836,,51
2023,51386845,,51
2023,51386855,,51
2023,51386822,,51
2023,51386829,,51
2023,51386838,,51
2023,51386839,,51
2023,51386843,,51
2023,51386847,,51
2023,51386849,,51
2023,51386853,,51
2023,51386830,,51
2023,51746620,,51
2023,51386841,,51
2023,51387060,,51
2023,51387085,,51
2023,51387117,,51
2023,51387147,,51
2023,51386844,,51
2023,51386857,,51
2023,51386858,,51
2023,51386859,,51
2023,51386861,,51
2023,51386865,,51
2023,51386869,,3
2023,51386867,,51
2023,51386871,,51
2023,51386874,,51
2023,51386852,,51
2023,51386856,,51
2023,51746706,,51
2023,51746707,,51
2023,51386866,,51
2023,51386868,,51
2023,51746747,,51
2023,51746621,,51
2023,51746639,,51
2023,51746657,,51
2023,51746667,,51
2023,51746668,,51
2023,51746650,,51
2023,52162677,,51
2023,51746684,,51
2023,51746685,,51
2023,51746720,,51
2023,51746648,,51
2023,51746655,,51
2023,51746666,,51
2023,51746664,,51
2023,51746665,,51
2023,51746677,,51
2023,51746711,,51
2023,51746656,,51
2023,51746661,,51
2023,51746724,,51
2023,51746741,,51
2023,51746659,,51
2023,51746686,,51
2023,51746691,,51
2023,51746697,,3
2023,51746696,,51
2023,51746704,,51
2023,51746705,,51
2023,51746723,,51
2023,51746728,,51
2023,51746739,,51
2023,51746740,,51
2023,51746820,,51
2023,51746821,,51
2023,51746700,,51
2023,51746742,,51
2023,51746762,,51
2023,51746776,,51
2023,51746756,,51
2023,51746786,,51
2023,51746802,,51
2023,51746808,,51
2023,51746745,,51
2023,51746755,,51
2023,51746771,,51
2023,51746785,,51
2023,51746790,,51
2023,51746751,,51
2023,51746768,,51
2023,51746778,,51
2023,51746833,,51
2023,51746788,,51
2023,51746800,,51
2023,51746809,,51
2023,51746812,,51
2023,51746813,,51
2023,51746781,,51
2023,51746782,,51
2023,51746828,,51
2023,51746841,,51
2023,51746845,,51
2023,51746853,,3
2023,51746772,,51
2023,51746773,,51
2023,51746822,,51
2023,51746839,,51
2023,53003430,,51
2023,52162697,,51
2023,56645002,,51
2023,51746831,,51
2023,51746838,,51
2023,51746844,,51
2023,51746783,,51
2023,51746784,,51
2023,51746803,,51
2023,51746849,,51
2023,51746850,,51
2023,51746857,,51
2023,51746877,,51
2023,51746810,,51
2023,51746817,,51
2023,51746836,,51
2023,51746837,,51
2023,51746851,,51
2023,51746856,,51
2023,51746864,,51
2023,51746872,,51
2023,51746823,,51
2023,51746824,,51
2023,51746925,,51
2023,51746935,,51
2023,52162773,,51
2023,51746866,,51
2023,51746870,,51
2023,51746879,,51
2023,51746880,,51
2023,51746865,,51
2023,51746869,,51
2023,52162689,,52
2023,52162698,,51
2023,52162712,,51
2023,52162728,,51
2023,52162663,,51
2023,52162676,,51
2023,52162690,,51
2023,52162701,,51
2023,52162743,,51
2023,52162762,,51
2023,52162846,,53
2023,52162680,,51
2023,52162703,,51
2023,52162715,,51
2023,52162727,,51
2023,52162729,,51
2023,52162730,,51
2023,52162731,,51
2023,52162732,,51
2023,52162753,,51
2023,52162755,,51
2023,52162769,,51
2023,52162770,,51
2023,52162671,,51
2023,52162696,,51
2023,52162711,,52
2023,52162739,,51
2023,52162675,,51
2023,52162691,,51
2023,52162700,,51
2023,52162723,,51
2023,52162724,,51
2023,52162749,,51
2023,52162765,,51
2023,52162683,,51
2023,52162707,,51
2023,52162735,,3
2023,52162744,,51
2023,52162757,,51
2023,52162783,,51
2023,52162693,,51
2023,52162778,,51
2023,52162786,,51
2023,52162704,,51
2023,52162705,,51
2023,52162709,,51
2023,52162714,,51
2023,52162741,,51
2023,52162751,,51
2023,52162777,,51
2023,52162768,,51
2023,52162784,,51
2023,52162722,,51
2023,52162716,,51
2023,52162717,,51
2023,52162748,,51
2023,52162760,,51
2023,52162761,,51
2023,52162763,,51
2023,52162787,,51
2023,52162796,,51
2023,52162812,,51
2023,52162781,,51
2023,52162789,,51
2023,52162797,,51
2023,52162799,,51
2023,52162793,,51
2023,52162804,,51
2023,52162806,,51
2023,52162813,,51
2023,52162821,,51
2023,52162822,,51
2023,52162829,,51
2023,52162774,,51
2023,52162808,,51
2023,52162816,,51
2023,53003176,,51
2023,53003177,,51
2023,52162837,,1
2023,52162840,,51
2023,52162782,,51
2023,52162790,,51
2023,52162811,,51
2023,52162819,,51
2023,52162841,,51
2023,52642070,,51
2023,52162817,,51
2023,52162818,,51
2023,52642064,,51
2023,52642073,,51
2023,52162836,,51
2023,52162862,,51
2023,52162894,,51
2023,52162898,,51
2023,52162899,,51
2023,52162805,,51
2023,52162866,,51
2023,52162877,,51
2023,52162814,,51
2023,52162823,,51
2023,52162890,,51
2023,52162825,,51
2023,52162838,,51
2023,52162853,,51
2023,52162859,,51
2023,52162860,,51
2023,52642079,,51
2023,52162870,,51
2023,50858826,,52
2023,50858839,,51
2023,50858841,,51
2023,50858842,,51
2023,50858848,,51
2023,50858854,,51
2023,53515310,,51
2023,50858765,,51
2023,51381569,,51
2023,51381586,,51
2023,51381601,,51
2023,52640973,,51
2023,52158630,,51
2023,52158635,,52
2023,52158643,,51
2023,52158567,,51
2023,52158576,,51
2023,52640999,,51
2023,52158581,,51
2023,52158650,,51
2023,52158651,,51
2023,52158652,,51
2023,52158653,,51
2023,52641279,,52
2023,51745692,,51
2023,51745696,,51
2023,51745706,,51
2023,52158580,,51
2023,51745565,,51
2023,51745543,,51
2023,51745555,,52
2023,51745557,,51
2023,51745558,,51
2023,51745591,,51
2023,51745542,,51
2023,51745548,,51
2023,51745554,,51
2023,51745567,,51
2023,51745568,,51
2023,51745575,,51
2023,51745576,,51
2023,51745582,,51
2023,51745584,,51
2023,51745590,,51
2023,52158590,,51
2023,52158591,,51
2023,52641006,,51
2023,52158597,,51
2023,52641035,,51
2023,52158608,,51
2023,52158639,,51
2023,52158592,,51
2023,52158598,,51
2023,52158618,,51
2023,52641022,,51
2023,52158641,,51
2023,52158647,,51
2023,52158620,,51
2023,52158627,,52
2023,52158633,,52
2023,52158648,,51
2023,52158617,,51
2023,52158623,,51
2023,52158634,,51
2023,52640988,,51
2023,52640989,,51
2023,52640993,,51
2023,52640994,,51
2023,52641008,,51
2023,52641020,,51
2023,52640997,,51
2023,52641001,,51
2023,52641005,,51
2023,52641010,,51
2023,52641038,,51
2023,52641039,,51
2023,52641058,,51
2023,52640998,,51
2023,52641002,,51
2023,52641023,,51
2023,52641033,,51
2023,52641034,,51
2023,52641042,,51
2023,52641053,,51
2023,52641064,,51
2023,52641014,,51
2023,53933976,,51
2023,53933992,,51
2023,53933944,,51
2023,53933945,,51
2023,53933953,,51
2023,53933972,,51
2023,53934006,,51
2023,53934027,,51
2023,53933954,,51
2023,53933968,,51
2023,53933974,,51
2023,53933979,,51
2023,53933984,,51
2023,53933990,,53
2023,53515286,,51
