data_year,criminal_act_id,offense_id
2023,9,210975936
2023,6,212635017
2023,8,212635046
2023,9,212634921
2023,6,212635075
2023,9,215172567
2023,8,215172609
2023,8,215172610
2023,9,215172327
2023,6,217033961
2023,6,217033962
2023,1,218885524
2023,9,218885569
2023,9,218885620
2023,6,221318820
2023,6,221318822
2023,8,221318959
2023,9,221311650
2023,6,198634866
2023,6,196541265
2023,6,200593429
2023,6,200593430
2023,6,200593439
2023,3,202599517
2023,8,202599518
2023,9,198634665
2023,9,200593644
2023,3,198634587
2023,8,198634588
2023,9,202599534
2023,8,198634690
2023,8,198634691
2023,6,198634747
2023,9,200593667
2023,3,198634771
2023,6,198634772
2023,9,202599716
2023,3,200593496
2023,9,200593498
2023,9,200593506
2023,3,200593462
2023,6,217025467
2023,9,200593469
2023,14,200593477
2023,6,202599514
2023,6,202599515
2023,6,200593490
2023,6,200593491
2023,6,200593519
2023,6,202599479
2023,6,202599480
2023,3,202599567
2023,6,202599578
2023,6,202599579
2023,7,202599594
2023,6,202599595
2023,6,204070247
2023,9,202599600
2023,8,202599609
2023,9,202599618
2023,9,202599625
2023,14,202599626
2023,6,202599640
2023,9,204070259
2023,8,205720072
2023,9,204070272
2023,9,205719859
2023,9,205719860
2023,9,205719886
2023,9,202584042
2023,6,200578380
2023,6,200578381
2023,6,200578402
2023,9,205707356
2023,10,200578447
2023,6,205707365
2023,9,205707376
2023,6,209023072
2023,9,215146652
2023,9,215146656
2023,6,221302003
2023,9,221315773
2023,6,200595120
2023,6,200595121
2023,9,200595127
2023,6,200595138
2023,6,204073915
2023,6,204073908
2023,6,205722114
2023,6,205722115
2023,6,205722135
2023,6,205722162
2023,6,205722202
2023,6,205722203
2023,6,205722228
2023,6,207566285
2023,6,207566286
2023,6,207566304
2023,6,207566326
2023,6,207566349
2023,6,209016451
2023,6,209016452
2023,6,210974056
2023,6,210974057
2023,3,210974078
2023,6,210974079
2023,6,210973807
2023,6,210973808
2023,6,212631743
2023,6,212631791
2023,6,212631795
2023,6,212631802
2023,6,212631817
2023,6,215167951
2023,6,215167952
2023,6,215167721
2023,6,215167722
2023,6,215167903
2023,6,215167904
2023,6,215167905
2023,6,217028999
2023,6,217029000
2023,6,217029141
2023,6,217029194
2023,6,217029195
2023,6,218882502
2023,6,218882503
2023,6,218882608
2023,6,218882609
2023,3,218882652
2023,6,218882653
2023,6,198621156
2023,8,198621325
2023,6,198621326
2023,9,198621028
2023,9,198621364
2023,6,198621139
2023,9,198621187
2023,9,198621221
2023,9,198621071
2023,6,212605563
2023,9,198621237
2023,9,198621268
2023,9,198621314
2023,8,198621316
2023,9,198621361
2023,9,200583818
2023,9,200583832
2023,9,200583841
2023,9,200583896
2023,9,200583907
2023,9,200583960
2023,9,200583844
2023,9,200583853
2023,9,200583878
2023,9,200583922
2023,9,200583958
2023,9,200584037
2023,9,200584056
2023,9,200583906
2023,9,200583934
2023,9,218870295
2023,9,200583978
2023,9,200583990
2023,9,202587943
2023,6,202587944
2023,9,202587749
2023,9,204052735
2023,9,202587726
2023,9,202587750
2023,9,202587771
2023,9,202587777
2023,9,202587786
2023,9,204052765
2023,9,204052951
2023,9,204052985
2023,9,204052718
2023,9,204053106
2023,9,204052757
2023,9,204052825
2023,9,204052897
2023,9,204052933
2023,9,204053023
2023,9,204053051
2023,9,204052749
2023,9,204052792
2023,9,204052842
2023,9,204052876
2023,9,218870323
2023,9,204053039
2023,9,204052829
2023,9,204053141
2023,6,204053170
2023,6,204053171
2023,9,205710787
2023,9,205710798
2023,9,205710837
2023,9,205710836
2023,9,205710847
2023,9,205710857
2023,9,205710889
2023,9,205710883
2023,9,205710896
2023,9,205710958
2023,9,205711002
2023,9,218870349
2023,9,207548596
2023,9,207548506
2023,9,207548529
2023,9,207548569
2023,9,207548590
2023,9,207548583
2023,9,207548648
2023,9,207548530
2023,9,207548542
2023,9,207548984
2023,6,207548575
2023,9,207548609
2023,9,207548621
2023,3,207548625
2023,9,208992314
2023,9,207548656
2023,9,207548657
2023,9,207548641
2023,9,208992393
2023,9,208992426
2023,9,208992406
2023,9,208992307
2023,9,208992353
2023,9,208992394
2023,9,208992462
2023,6,208992484
2023,6,208992319
2023,6,208992320
2023,9,208992365
2023,9,208992380
2023,9,208992395
2023,9,208992411
2023,9,208992361
2023,9,208992384
2023,9,210960359
2023,9,210960186
2023,9,210960263
2023,9,210960341
2023,9,210960497
2023,6,210960498
2023,9,210960266
2023,6,210960296
2023,9,210960376
2023,9,210960427
2023,9,210960261
2023,9,210960313
2023,6,210960387
2023,9,210960469
2023,9,210960267
2023,9,210960429
2023,9,212606287
2023,9,212606304
2023,9,212606157
2023,9,212606188
2023,9,212606246
2023,9,212605761
2023,6,212605788
2023,9,212605639
2023,9,212605640
2023,9,212605699
2023,9,212605839
2023,9,215152053
2023,9,215151239
2023,9,215151306
2023,9,215151325
2023,6,215151370
2023,6,215151371
2023,2,217001252
2023,9,215152076
2023,9,215151348
2023,9,217001175
2023,8,217001216
2023,8,217001240
2023,9,217001312
2023,6,217001152
2023,9,217001185
2023,6,217001228
2023,9,217001306
2023,6,217001347
2023,6,217001348
2023,9,217001361
2023,9,217001385
2023,9,217001410
2023,9,217001426
2023,12,217001449
2023,6,217001531
2023,9,217001559
2023,9,217001580
2023,9,217001581
2023,9,217001511
2023,9,217001533
2023,9,218870385
2023,6,218870500
2023,9,218870287
2023,6,218870505
2023,6,218870506
2023,6,218870507
2023,6,218870260
2023,9,218870359
2023,6,218870388
2023,9,218870407
2023,6,218870251
2023,6,218870324
2023,6,218870325
2023,6,218870378
2023,6,218870379
2023,6,218870522
2023,6,218870523
2023,9,218870600
2023,8,218870361
2023,8,218870362
2023,9,221306729
2023,9,221306742
2023,2,224353846
2023,8,216998457
2023,9,216998471
2023,9,216998480
2023,9,216998500
2023,8,216998487
2023,8,212610163
2023,8,212610312
2023,6,212610313
2023,6,221308167
2023,8,221308336
2023,8,221308337
2023,9,208989477
2023,9,208989486
2023,9,208989524
2023,9,208989542
2023,9,208989464
2023,9,212601654
2023,9,215149258
2023,6,215149276
2023,8,215149305
2023,1,215149306
2023,9,212601660
2023,9,212601661
2023,9,212601665
2023,9,212601669
2023,14,210956017
2023,9,210956040
2023,5,215149215
2023,6,215149291
2023,9,215149317
2023,6,212601666
2023,6,212601667
2023,9,212601683
2023,9,212601689
2023,9,212601647
2023,9,212601648
2023,9,212601651
2023,9,212601652
2023,9,212601658
2023,9,215149254
2023,9,215149255
2023,6,212601662
2023,8,212601662
2023,6,212601663
2023,9,215149339
2023,9,215149453
2023,9,215149463
2023,9,215149475
2023,9,215149476
2023,9,215149485
2023,9,215149197
2023,9,215149211
2023,9,204049467
2023,6,204049496
2023,9,204049543
2023,9,204049555
2023,9,204049589
2023,9,204049476
2023,9,204049525
2023,9,204049655
2023,9,204049509
2023,9,204049576
2023,9,204049592
2023,9,204049593
2023,9,204049549
2023,9,204049587
2023,9,204049640
2023,9,204049704
2023,9,204049722
2023,9,204049643
2023,6,204049663
2023,9,204049786
2023,8,204049821
2023,9,204049675
2023,9,204049691
2023,6,204049692
2023,9,204049708
2023,9,204049716
2023,9,204049726
2023,3,204050383
2023,9,204049727
2023,8,204049809
2023,1,204049828
2023,3,204049828
2023,6,204049828
2023,9,204049842
2023,6,204049906
2023,6,204049907
2023,9,204049926
2023,6,204049951
2023,9,204049753
2023,9,204050305
2023,9,204050317
2023,9,204050341
2023,6,204049772
2023,9,205708863
2023,9,204049810
2023,9,204049853
2023,6,204049881
2023,9,204049844
2023,9,204049871
2023,9,204049893
2023,9,204049945
2023,9,204049988
2023,9,204049938
2023,9,204049996
2023,9,204049829
2023,9,204049850
2023,9,204049935
2023,9,204049848
2023,9,204049913
2023,9,204049954
2023,11,204049963
2023,9,204050020
2023,9,204050042
2023,9,204049920
2023,9,204049992
2023,9,204050043
2023,9,204050077
2023,9,205709008
2023,9,205709030
2023,9,204050182
2023,1,205709046
2023,9,205708898
2023,9,205708791
2023,9,205708837
2023,9,205708862
2023,9,204050165
2023,9,204050011
2023,9,205708871
2023,9,205708884
2023,9,205708900
2023,9,205708912
2023,9,205708920
2023,8,205708899
2023,9,205708919
2023,6,205708934
2023,9,204050110
2023,9,205708949
2023,9,205708958
2023,9,204050169
2023,9,198628678
2023,5,198628679
2023,9,198628714
2023,9,198628857
2023,9,198628525
2023,9,198628556
2023,9,198628774
2023,9,198628981
2023,9,198628542
2023,9,198628572
2023,9,198628634
2023,6,198628771
2023,6,198628821
2023,6,198628921
2023,6,198628922
2023,6,198628959
2023,6,198628960
2023,9,198628617
2023,6,205719988
2023,6,205719844
2023,6,205719845
2023,9,205719864
2023,9,209009756
2023,9,209009697
2023,8,204070302
2023,9,205719934
2023,6,205719959
2023,9,205719989
2023,9,205720013
2023,9,205720089
2023,8,205720103
2023,9,209009712
2023,9,210971805
2023,9,209009798
2023,9,210971846
2023,9,209009809
2023,6,209009771
2023,6,209009772
2023,9,209009802
2023,9,210971945
2023,6,215165626
2023,9,209009826
2023,8,209009843
2023,8,209009844
2023,6,223201137
2023,6,209009731
2023,6,209009732
2023,6,209009733
2023,6,223201274
2023,9,210971918
2023,6,212628886
2023,6,212628887
2023,9,210971818
2023,6,210971824
2023,6,210971825
2023,6,210971834
2023,6,210971836
2023,9,215165485
2023,9,215165486
2023,9,223201311
2023,6,215165561
2023,6,212629034
2023,6,212629035
2023,6,212629019
2023,6,212629020
2023,6,212629075
2023,8,212629092
2023,8,212629093
2023,6,212629131
2023,6,224172119
2023,9,212629160
2023,9,212628900
2023,6,215165617
2023,6,215165618
2023,6,215165619
2023,6,212628961
2023,6,212628962
2023,6,215165648
2023,6,215165649
2023,9,212628984
2023,6,212629175
2023,6,212629176
2023,6,212629200
2023,6,212629201
2023,6,212628972
2023,3,212629016
2023,6,212629017
2023,14,212629047
2023,9,215165721
2023,6,215165757
2023,6,215165758
2023,6,215165683
2023,6,215165684
2023,3,223201426
2023,8,223201428
2023,6,223201429
2023,9,223201103
2023,6,223201131
2023,6,223201132
2023,6,215165591
2023,6,215165592
2023,3,215165669
2023,6,215165670
2023,3,215165709
2023,6,215165710
2023,9,223201161
2023,4,215165737
2023,6,217025397
2023,6,215165814
2023,6,215165815
2023,6,217025490
2023,6,217025491
2023,6,217025492
2023,9,223201267
2023,3,217025678
2023,12,217025546
2023,9,215165911
2023,6,215165912
2023,1,215165913
2023,6,215165914
2023,6,217025728
2023,3,217025761
2023,6,217025762
2023,3,217025501
2023,6,217025502
2023,6,217025534
2023,8,217025535
2023,9,218879605
2023,9,218879606
2023,9,218879644
2023,5,217025583
2023,6,217025630
2023,9,218879846
2023,9,218879676
2023,9,223201172
2023,9,224171953
2023,9,218879708
2023,9,218879749
2023,9,218879752
2023,9,218879783
2023,6,218879831
2023,6,218879832
2023,8,223201396
2023,9,218854026
2023,9,200571101
2023,9,200571169
2023,9,200571182
2023,9,200570974
2023,9,200571063
2023,9,200571084
2023,9,202580861
2023,6,210946723
2023,9,200571125
2023,9,200571137
2023,9,204063700
2023,9,200571152
2023,9,202580915
2023,9,200571133
2023,9,202580855
2023,9,200571271
2023,9,204063669
2023,9,204063983
2023,9,204064014
2023,9,204063725
2023,9,204063822
2023,9,204063882
2023,9,204063788
2023,9,204063954
2023,9,204063981
2023,9,204063837
2023,9,210946860
2023,6,210946524
2023,9,210946734
2023,9,210946841
2023,9,210946803
2023,9,210947029
2023,12,210947067
2023,6,210946965
2023,9,210947074
2023,9,210946786
2023,9,210947189
2023,9,210946996
2023,9,210947188
2023,9,210946836
2023,9,210946878
2023,9,210946834
2023,9,210946974
2023,9,210947083
2023,9,210947119
2023,9,210947154
2023,9,210947353
2023,9,210947347
2023,9,210947387
2023,9,210947232
2023,9,210947316
2023,9,210947482
2023,6,215139785
2023,9,215139637
2023,9,210947439
2023,9,210947511
2023,9,215139715
2023,9,212620231
2023,9,212620260
2023,9,212620302
2023,6,212620250
2023,6,212620251
2023,9,212620178
2023,9,212620220
2023,9,215139767
2023,9,215140097
2023,9,215140077
2023,3,218859007
2023,6,218859033
2023,9,218859052
2023,9,218859131
2023,6,218859158
2023,6,218859358
2023,6,218859168
2023,9,218859211
2023,9,218859295
2023,9,218859389
2023,9,218859395
2023,9,218859238
2023,6,218859239
2023,9,218859312
2023,12,218859605
2023,9,200568282
2023,9,200568306
2023,9,198628709
2023,9,198628751
2023,9,198628549
2023,9,198628581
2023,6,198628659
2023,6,198628683
2023,6,198628707
2023,6,198628831
2023,6,198628833
2023,9,198628909
2023,9,198628910
2023,6,198628562
2023,9,198628582
2023,9,202592144
2023,6,198628698
2023,6,198628699
2023,9,198628776
2023,9,198628777
2023,6,198628819
2023,9,198628882
2023,8,198628593
2023,6,198628594
2023,9,198628636
2023,9,198628637
2023,5,198628638
2023,6,198628677
2023,9,207554294
2023,9,198628749
2023,6,198628750
2023,6,198628816
2023,6,198628817
2023,6,198628868
2023,8,198628868
2023,9,198628927
2023,9,198628592
2023,6,198628989
2023,6,198628990
2023,9,198628690
2023,6,198628691
2023,6,198628763
2023,6,198628764
2023,9,198628814
2023,9,198628846
2023,9,198628635
2023,9,198628687
2023,9,198628717
2023,6,198628718
2023,6,198628752
2023,9,200587407
2023,1,198628847
2023,6,198628880
2023,6,198628897
2023,9,198628994
2023,9,198628601
2023,9,198628694
2023,6,198628684
2023,6,198628701
2023,3,198628740
2023,6,198628741
2023,6,198628802
2023,6,198628803
2023,9,198628822
2023,9,198628914
2023,6,198628708
2023,3,198628854
2023,9,198628912
2023,9,198628952
2023,6,198628953
2023,6,198628991
2023,9,198629018
2023,6,198628640
2023,9,198628768
2023,1,198628769
2023,6,198628896
2023,9,198628937
2023,6,198628974
2023,6,198628975
2023,6,198629000
2023,6,198629001
2023,9,198628656
2023,6,198628657
2023,9,198628856
2023,6,200587479
2023,6,200587480
2023,6,198628965
2023,6,198629002
2023,9,198629029
2023,9,198629050
2023,9,198629064
2023,1,198629034
2023,9,198629055
2023,6,198628799
2023,9,198628818
2023,6,198628862
2023,6,200587382
2023,6,200587383
2023,1,200587395
2023,9,200587505
2023,6,200587530
2023,6,200587531
2023,6,200587460
2023,6,200587461
2023,6,200587486
2023,6,200587487
2023,9,200587518
2023,9,200587535
2023,8,200587525
2023,9,200587437
2023,9,200587482
2023,6,200587587
2023,6,200587642
2023,6,200587643
2023,9,200587471
2023,6,200587472
2023,9,200587508
2023,9,200587509
2023,9,200587562
2023,9,200587512
2023,9,200587567
2023,6,200587568
2023,9,200587613
2023,9,200587637
2023,6,200587658
2023,6,200587533
2023,3,200587606
2023,6,200587607
2023,9,200587675
2023,6,200587711
2023,6,200587694
2023,9,200587761
2023,9,200587799
2023,6,200587830
2023,6,200587831
2023,9,200587626
2023,6,200588068
2023,6,200588069
2023,3,200588081
2023,9,200587685
2023,6,200588937
2023,9,200587833
2023,9,200587922
2023,6,202592049
2023,8,200587955
2023,6,200588027
2023,8,200588027
2023,9,202592074
2023,9,200587896
2023,6,200587904
2023,9,200587944
2023,6,200588024
2023,6,200588025
2023,9,200587764
2023,6,200587792
2023,6,200587793
2023,9,200587822
2023,6,200587851
2023,6,200587952
2023,9,200588030
2023,9,200587821
2023,9,200587789
2023,9,200587844
2023,9,200587947
2023,6,200587989
2023,6,200588059
2023,8,202592522
2023,9,200587911
2023,9,200587953
2023,6,200587954
2023,9,200588005
2023,6,200587899
2023,6,200587900
2023,9,200587931
2023,6,200587938
2023,8,200587938
2023,9,200587992
2023,9,200587811
2023,6,200587853
2023,8,200587888
2023,6,200587889
2023,9,200587843
2023,8,200587977
2023,9,200588012
2023,6,200588037
2023,6,200588038
2023,3,200588555
2023,6,200588555
2023,6,200588594
2023,6,200588595
2023,9,200588690
2023,9,202592147
2023,3,200587869
2023,6,200587908
2023,6,200587909
2023,6,200588013
2023,9,202592188
2023,6,202592197
2023,10,202592183
2023,9,202592184
2023,9,202592214
2023,6,202592215
2023,9,202592257
2023,6,202592273
2023,10,202592191
2023,9,202592199
2023,6,202592200
2023,6,202592201
2023,3,202592211
2023,9,202592222
2023,6,202592224
2023,9,202592237
2023,9,202592230
2023,3,202592263
2023,6,202592264
2023,6,202592269
2023,6,202592280
2023,9,202592196
2023,9,202592220
2023,6,202592221
2023,9,202592291
2023,9,202592209
2023,6,202592242
2023,6,202592243
2023,9,202592254
2023,9,202592728
2023,9,202592773
2023,9,202592801
2023,6,202592238
2023,6,202592239
2023,6,202592251
2023,6,202592320
2023,9,202592336
2023,9,202592350
2023,6,202592371
2023,6,202592372
2023,6,202592381
2023,6,202592382
2023,6,202592296
2023,6,202592297
2023,3,202592380
2023,9,202592387
2023,9,202592330
2023,9,202592365
2023,9,202592391
2023,8,202592392
2023,9,202592416
2023,6,202592315
2023,6,202592326
2023,6,202592327
2023,9,202592383
2023,6,202592385
2023,8,202592401
2023,9,202592409
2023,6,202592328
2023,6,202592329
2023,9,202592397
2023,6,202592413
2023,6,202592414
2023,6,202592420
2023,9,202592362
2023,9,202593107
2023,6,202593192
2023,9,202593299
2023,9,202593383
2023,6,202593384
2023,9,202592403
2023,9,202592408
2023,8,205714628
2023,6,202592438
2023,6,202592439
2023,9,202592444
2023,8,202592446
2023,9,202592454
2023,9,202592455
2023,9,202592465
2023,5,202592466
2023,6,202592469
2023,6,202592474
2023,6,202592424
2023,6,202592430
2023,6,202592464
2023,8,204059386
2023,6,204059387
2023,6,204058869
2023,6,204059018
2023,6,204059019
2023,6,204059056
2023,6,204059057
2023,9,204058991
2023,9,205714689
2023,9,204059100
2023,9,204059208
2023,9,204059035
2023,9,204058954
2023,9,204058982
2023,9,204059014
2023,3,204059054
2023,6,204059054
2023,8,204059054
2023,6,204059055
2023,8,204059055
2023,6,204059111
2023,6,204059143
2023,9,204059047
2023,10,204059293
2023,9,204059326
2023,9,204059327
2023,6,204059365
2023,9,204059038
2023,9,204059127
2023,6,204059151
2023,9,204059195
2023,9,204059196
2023,6,204059197
2023,9,204059227
2023,9,204059194
2023,6,204059229
2023,9,204059316
2023,9,204059109
2023,9,204059673
2023,9,204059702
2023,9,204059136
2023,8,204059209
2023,6,204059366
2023,9,204059427
2023,6,204059428
2023,9,204059454
2023,9,204059545
2023,9,204059566
2023,6,204059598
2023,9,204059621
2023,9,204059377
2023,9,204059402
2023,9,204059499
2023,6,204059541
2023,6,204059542
2023,6,204059404
2023,9,204059483
2023,8,204059513
2023,9,204059596
2023,1,204059561
2023,6,204059593
2023,6,204059625
2023,6,204059626
2023,9,204059465
2023,7,204059519
2023,6,204059520
2023,6,204059693
2023,3,204059782
2023,6,204059783
2023,3,204059784
2023,6,204059797
2023,9,204059478
2023,6,204059479
2023,9,204059504
2023,9,204059553
2023,6,204059700
2023,9,204059763
2023,9,204059477
2023,6,221310285
2023,6,204059713
2023,9,204059736
2023,6,204059762
2023,9,204059493
2023,6,204059522
2023,9,204059575
2023,9,204059603
2023,9,204059716
2023,6,204059802
2023,9,204059862
2023,6,204059886
2023,9,204059633
2023,9,204059658
2023,9,204059659
2023,6,204059779
2023,6,204059780
2023,9,204059803
2023,9,204059906
2023,9,204059675
2023,9,204060132
2023,8,204060153
2023,9,204060203
2023,6,205715032
2023,6,205715033
2023,9,204059828
2023,6,204059901
2023,9,204059826
2023,9,204059846
2023,9,205714745
2023,5,205714747
2023,9,205714783
2023,9,205714833
2023,9,205714892
2023,9,205714965
2023,6,205714624
2023,8,205714624
2023,6,205714657
2023,9,205714673
2023,9,205714888
2023,9,205714889
2023,9,205714961
2023,9,205714997
2023,9,205715322
2023,6,205715369
2023,6,205715370
2023,6,205714688
2023,9,205714739
2023,8,205714806
2023,6,205714807
2023,9,205714883
2023,6,205714887
2023,6,200569040
2023,7,204056970
2023,6,200568417
2023,6,200568479
2023,9,200568505
2023,6,202576227
2023,6,202576228
2023,9,202576220
2023,9,202576276
2023,9,202576373
2023,9,202576389
2023,8,202576274
2023,9,202576356
2023,9,202576413
2023,9,202576316
2023,9,202576331
2023,6,202576332
2023,9,202576515
2023,6,202576516
2023,9,202576581
2023,9,202576616
2023,9,208998268
2023,9,204057291
2023,9,204056944
2023,9,204057091
2023,9,204057120
2023,9,204056936
2023,9,204056998
2023,9,204057232
2023,9,204057063
2023,9,207553177
2023,9,207553167
2023,6,207552942
2023,10,208998401
2023,8,208998402
2023,9,208998431
2023,9,208998485
2023,9,208998466
2023,9,208998496
2023,9,208998525
2023,9,208998351
2023,6,218855132
2023,9,208998465
2023,9,208998495
2023,9,208998660
2023,9,208998570
2023,6,208998620
2023,9,208998650
2023,2,208998806
2023,9,208998842
2023,9,208998862
2023,9,208998593
2023,9,208998965
2023,6,224173506
2023,6,224173507
2023,9,208998589
2023,9,208998665
2023,9,218855256
2023,9,218855311
2023,9,218855231
2023,6,218855265
2023,9,218855226
2023,9,218855411
2023,6,218855412
2023,9,218855368
2023,9,218855386
2023,9,218855406
2023,9,218855538
2023,9,218855498
2023,6,218855462
2023,9,218855499
2023,9,218855562
2023,9,218855577
2023,9,218855600
2023,9,218855613
2023,9,218855680
2023,9,218855642
2023,9,218855701
2023,9,218855526
2023,9,218855609
2023,9,218855715
2023,6,198605049
2023,9,198605159
2023,6,198605210
2023,9,198605041
2023,6,200567680
2023,9,200567697
2023,6,200567706
2023,9,210942856
2023,9,200567429
2023,6,207550058
2023,6,207550059
2023,6,202574489
2023,6,202574525
2023,5,207550080
2023,9,207550105
2023,9,205697708
2023,6,207550139
2023,6,207550156
2023,6,205697563
2023,6,205697564
2023,9,207550181
2023,6,207550222
2023,6,205697758
2023,9,204054638
2023,6,204054639
2023,6,204054653
