data_year,groupb_arrestee_id,weapon_code,weapon_id
2023,49429798,01,51
2023,49429802,01,51
2023,49429805,01,51
2023,49429808,01,51
2023,48176380,01,51
2023,48176386,01,51
2023,48176391,01,51
2023,48176398,01,51
2023,48176399,01,51
2023,48176360,01,51
2023,48176364,01,51
2023,48176369,01,51
2023,48176383,01,51
2023,48176388,01,51
2023,48176395,01,51
2023,48176379,01,51
2023,48176385,01,51
2023,48176389,01,51
2023,48176393,01,51
2023,48176396,01,51
2023,48176408,01,51
2023,48176370,01,51
2023,48176377,01,51
2023,48176365,01,51
2023,48176368,01,51
2023,48176371,01,51
2023,48176367,01,51
2023,48176372,01,51
2023,48176362,01,51
2023,48176366,01,51
2023,48176384,01,51
2023,48176390,01,51
2023,48176397,01,51
2023,48176394,01,51
2023,48176381,01,51
2023,48176387,01,51
2023,48176392,01,51
2023,48176378,01,51
2023,48176382,01,51
2023,48176400,01,51
2023,48176375,01,51
2023,48176376,01,51
2023,48176374,01,51
2023,48176406,01,51
2023,48494604,01,51
2023,48494591,01,51
2023,48494569,01,51
2023,48494571,01,51
2023,48494575,01,51
2023,48494580,01,51
2023,48494587,01,51
2023,48494597,01,51
2023,48494601,01,51
2023,48494588,01,51
2023,48494595,01,51
2023,48494576,01,51
2023,48494583,01,51
2023,48494592,01,51
2023,48494599,01,51
2023,48494603,01,51
2023,48494574,01,51
2023,48494582,01,51
2023,48494572,01,51
2023,48494577,01,51
2023,48494579,01,51
2023,48494623,01,51
2023,48494627,01,51
2023,48494606,01,51
2023,48494610,01,51
2023,48494581,01,51
2023,48494589,01,51
2023,48494598,01,51
2023,48494578,01,51
2023,48494585,01,51
2023,48494594,01,51
2023,48494602,01,51
2023,48494608,01,51
2023,48494625,01,51
2023,48494630,01,51
2023,48494567,01,51
2023,48494568,01,51
2023,48494605,01,51
2023,48494609,01,51
2023,48494584,01,51
2023,48494590,01,51
2023,48494596,01,51
2023,48494614,01,51
2023,48494586,01,51
2023,48494593,01,51
2023,48494600,01,51
2023,48494612,01,51
2023,48494617,01,51
2023,48866639,01,51
2023,48866641,01,51
2023,48866642,01,51
2023,49130398,01,51
2023,49130402,01,51
2023,49130404,01,51
2023,49130407,01,51
2023,49130400,01,51
2023,49130403,01,51
2023,49130405,01,51
2023,49130409,01,51
2023,49130406,01,51
2023,49764238,01,51
2023,49764236,01,51
2023,49764242,01,51
2023,49764241,01,51
2023,49764245,01,51
2023,49764247,01,51
2023,49764249,01,51
2023,49764251,01,51
2023,49764253,01,51
2023,50000275,01,51
2023,50000277,01,51
2023,50000279,01,51
2023,50000280,01,51
2023,50000281,01,51
2023,50000283,01,51
2023,50000273,01,51
2023,50000284,01,51
2023,51670278,01,51
2023,51670280,01,51
2023,51670289,01,51
2023,51670293,01,51
2023,51670297,01,51
2023,51670283,01,51
2023,51670301,01,51
2023,51670281,01,51
2023,51670286,01,51
2023,51670295,01,51
2023,51670277,01,51
2023,51670307,01,51
2023,51670313,01,51
2023,51670318,01,51
2023,51670292,01,51
2023,51670300,01,51
2023,51670430,01,51
2023,51670434,01,51
2023,51670441,01,51
2023,51670442,01,51
2023,51670443,01,51
2023,48172006,01,51
2023,48172021,01,51
2023,48172024,01,51
2023,48172029,01,51
2023,48172035,01,51
2023,48172042,01,51
2023,48171999,01,51
2023,48172008,01,51
2023,48172011,01,51
2023,48172015,01,51
2023,48172068,01,51
2023,48172074,01,51
2023,48172085,01,51
2023,48491485,01,51
2023,48491486,01,51
2023,48491488,01,51
2023,48491487,01,51
2023,48491491,01,51
2023,48491493,01,51
2023,48491490,01,51
2023,48491492,01,51
2023,48491495,01,51
2023,48491496,01,51
2023,48491497,01,51
2023,48491498,01,51
2023,48491508,01,51
2023,48491509,01,51
2023,48491489,01,51
2023,48491494,01,51
2023,49428072,01,51
2023,49428075,01,51
2023,49428083,01,51
2023,49428096,01,51
2023,49428078,01,51
2023,49428087,01,51
2023,49428092,01,51
2023,49428098,01,51
2023,48866455,01,51
2023,48866459,01,51
2023,48866461,01,51
2023,48866464,16,52
2023,48866466,01,51
2023,48866472,01,51
2023,48866486,01,51
2023,49764017,01,51
2023,49764026,01,51
2023,49764021,01,51
2023,49763969,01,51
2023,49764004,01,51
2023,49764010,01,51
2023,49764016,01,51
2023,49764020,01,51
2023,49428100,01,51
2023,49428102,01,51
2023,49764048,01,51
2023,49763988,01,51
2023,49764011,01,51
2023,49764046,01,51
2023,49130039,01,51
2023,49130062,01,51
2023,49130083,01,51
2023,49130155,01,51
2023,49130159,01,51
2023,49130157,01,51
2023,49130163,01,51
2023,49130060,01,51
2023,49130126,01,51
2023,49130120,01,51
2023,49130050,01,51
2023,49130033,01,51
2023,49130045,01,51
2023,49130074,01,51
2023,49130091,01,51
2023,49428071,01,51
2023,49428077,01,51
2023,49428080,01,51
2023,49428082,01,51
2023,49428089,01,51
2023,49428090,01,51
2023,49428070,01,51
2023,49428109,01,51
2023,49428068,01,51
2023,49428073,01,51
2023,49428084,01,51
2023,49428091,01,51
2023,49428097,01,51
2023,49428067,01,51
2023,49428074,01,51
2023,49428093,01,51
2023,49428076,01,51
2023,49428079,01,51
2023,49428088,01,51
2023,49428094,01,51
2023,49428113,01,51
2023,49764033,01,51
2023,49763993,01,51
2023,49763998,01,51
2023,49764003,01,51
2023,49764007,01,51
2023,49764013,01,51
2023,49764018,01,51
2023,49764031,01,51
2023,49428086,01,51
2023,49764037,01,51
2023,49763973,01,51
2023,49763976,01,51
2023,49763977,01,51
2023,49763979,01,51
2023,49763981,01,51
2023,49764005,01,51
2023,49764022,01,51
2023,49763983,01,51
2023,49763989,01,51
2023,49763994,01,51
2023,49763997,01,51
2023,49764035,01,51
2023,49764039,01,51
2023,49763995,01,51
2023,49764025,01,51
2023,49764030,01,51
2023,49764032,01,51
2023,49764041,01,51
2023,49764044,01,51
2023,50368098,01,51
2023,50368100,01,51
2023,50368093,01,51
2023,50368128,01,51
2023,50654952,01,51
2023,50654941,01,51
2023,50654944,01,51
2023,50654945,01,51
2023,50654954,01,51
2023,50654913,01,51
2023,50654934,01,51
2023,50654939,01,51
2023,50654951,01,51
2023,50368104,01,51
2023,50368106,01,51
2023,50368109,01,51
2023,50368112,01,51
2023,50368116,01,51
2023,51060501,01,51
2023,51060502,01,51
2023,51060506,01,51
2023,51060513,01,51
2023,51060520,01,51
2023,51060535,01,51
2023,51060538,01,51
2023,51060499,01,51
2023,51060579,01,51
2023,51060504,01,51
2023,51060507,01,51
2023,51060510,01,51
2023,51060512,01,51
2023,51060518,01,51
2023,51060523,01,51
2023,51060527,01,51
2023,51060530,16,52
2023,51060532,01,51
2023,51060515,01,51
2023,51060519,01,51
2023,51060525,01,51
2023,51060558,01,51
2023,51060559,01,51
2023,51060547,01,51
2023,51060551,01,51
2023,51060554,01,51
2023,51060560,01,51
2023,51060503,01,51
2023,51060508,01,51
2023,51060575,01,51
2023,51060577,01,51
2023,51060581,01,51
2023,51369594,01,51
2023,51369598,01,51
2023,51369603,01,51
2023,51369629,01,51
2023,51369636,01,51
2023,51369642,01,51
2023,51369669,01,51
2023,51369653,01,51
2023,51369660,01,51
2023,51369639,01,51
2023,51369622,01,51
2023,51369621,01,51
2023,51369596,01,51
2023,51369604,01,51
2023,51369610,01,51
2023,51369614,01,51
2023,51369637,01,51
2023,51369673,01,51
2023,48494570,01,51
2023,48494573,01,51
2023,48871326,16,52
2023,48871368,01,51
2023,48871373,01,51
2023,48871378,01,51
2023,48871380,01,51
2023,48871370,01,51
2023,48871323,01,51
2023,48871331,01,51
2023,48871337,01,51
2023,48871369,01,51
2023,48871374,01,51
2023,48871322,01,51
2023,48871325,01,51
2023,48871353,01,51
2023,48871360,01,51
2023,48871333,01,51
2023,48871372,01,51
2023,48871376,01,51
2023,48871324,01,51
2023,48871327,01,51
2023,48871367,01,51
2023,48871371,01,51
2023,48871375,01,51
2023,48871379,01,51
2023,48871350,01,51
2023,48871356,01,51
2023,48871362,01,51
2023,48871341,01,51
2023,48871349,01,51
2023,48871355,01,51
2023,48871361,01,51
2023,48871387,01,51
2023,48871347,01,51
2023,48871354,01,51
2023,48871357,01,51
2023,48871363,01,51
2023,48871339,01,51
2023,48871346,01,51
2023,48871352,01,51
2023,48871358,01,51
2023,48871365,01,51
2023,48871386,01,51
2023,48871389,01,51
2023,48871344,01,51
2023,48871351,01,51
2023,48871359,01,51
2023,49130813,01,51
2023,49130821,01,51
2023,49130833,01,51
2023,49130842,01,51
2023,49130811,01,51
2023,49130816,01,51
2023,49130826,01,51
2023,49130836,01,51
2023,49130823,01,51
2023,49130835,01,51
2023,49130841,01,51
2023,49130850,01,51
2023,49130824,01,51
2023,49130832,01,51
2023,49130843,01,51
2023,49130885,01,51
2023,49130896,01,51
2023,49130891,01,51
2023,49130834,01,51
2023,49130845,01,51
2023,49130848,01,51
2023,49130819,01,51
2023,49130855,01,51
2023,49130820,01,51
2023,49130827,01,51
2023,49130839,01,51
2023,49130814,01,51
2023,49130825,01,51
2023,49130829,01,51
2023,49130840,01,51
2023,49130846,01,51
2023,49130818,01,51
2023,49130828,01,51
2023,49130837,01,51
2023,49130847,01,51
2023,49130852,01,51
2023,49430836,01,51
2023,49430854,01,51
2023,49430817,01,51
2023,49430829,01,51
2023,49430855,01,51
2023,49430824,01,51
2023,49430842,01,51
2023,49430893,01,51
2023,49430819,01,51
2023,49430832,01,51
2023,49430841,01,51
2023,49430860,01,51
2023,49430880,01,51
2023,49430813,01,51
2023,49430887,01,51
2023,49430916,01,51
2023,49430947,01,51
2023,49430812,01,51
2023,49430820,01,51
2023,49430834,01,51
2023,49430856,01,51
2023,49430899,01,51
2023,49430923,01,51
2023,49430965,01,51
2023,49430869,01,51
2023,49430895,01,51
2023,49430849,01,51
2023,49430871,01,51
2023,49430906,01,51
2023,49430815,01,51
2023,49430826,01,51
2023,49430844,01,51
2023,49430865,01,51
2023,49430840,01,51
2023,49430900,01,51
2023,49430930,01,51
2023,49430962,01,51
2023,49430810,01,51
2023,49430825,16,52
2023,49430852,01,51
2023,49430879,01,51
2023,49430845,01,51
2023,49430907,01,51
2023,49430938,01,51
2023,49430949,01,51
2023,49430862,01,51
2023,49430883,01,51
2023,49430897,01,51
2023,49430868,01,51
2023,49430896,01,51
2023,49430910,01,51
2023,49764755,01,51
2023,49764762,01,51
2023,49764766,01,51
2023,49764776,01,51
2023,49764784,01,51
2023,49764761,01,51
2023,49764770,01,51
2023,49764772,01,51
2023,49764780,01,51
2023,49764746,01,51
2023,49764793,01,51
2023,49764801,01,51
2023,49764797,01,51
2023,49764778,01,51
2023,49764783,01,51
2023,49764808,01,51
2023,49764814,01,51
2023,49764756,01,51
2023,49764764,01,51
2023,49764773,01,51
2023,49764787,01,51
2023,49764750,01,51
2023,49764760,01,51
2023,49764768,01,51
2023,49764777,01,51
2023,49764781,01,51
2023,49764774,01,51
2023,49764788,01,51
2023,49764739,01,51
2023,49764759,01,51
2023,49764767,01,51
2023,49764798,01,51
2023,49764763,01,51
2023,49764769,01,51
2023,49764771,01,51
2023,49764775,01,51
2023,49764779,01,51
2023,49764785,01,51
2023,49764791,01,51
2023,49764794,01,51
2023,49764792,01,51
2023,49764796,01,51
2023,49764782,01,51
2023,49764786,01,51
2023,49764789,01,51
2023,50000883,01,51
2023,50000903,01,51
2023,50001152,01,51
2023,50001168,01,51
2023,50001148,01,51
2023,50001160,01,51
2023,50000868,01,51
2023,50000896,01,51
2023,50000840,01,51
2023,50000864,01,51
2023,50000888,01,51
2023,50000908,01,51
2023,50000913,01,51
2023,50000854,01,51
2023,50000878,01,51
2023,50000900,01,51
2023,50000907,01,51
2023,50000793,01,51
2023,50000815,01,51
2023,50000826,01,51
2023,50000802,01,51
2023,50000836,01,51
2023,50000777,01,51
2023,50000799,01,51
2023,50000819,01,51
2023,50000787,01,51
2023,50000811,01,51
2023,50000783,01,51
2023,50000794,01,51
2023,50000865,01,51
2023,50000879,01,51
2023,50000892,01,51
2023,50000853,01,51
2023,50000792,01,51
2023,50000818,01,51
2023,50000803,12,3
2023,50000766,01,51
2023,50000776,01,51
2023,50000838,01,51
2023,50000855,01,51
2023,50000872,01,51
2023,50000889,01,51
2023,50000829,01,51
2023,50000841,01,51
2023,50000857,01,51
2023,50000871,01,51
2023,50371412,16,52
2023,50371420,01,51
2023,50371429,01,51
2023,50371439,01,51
2023,50371397,01,51
2023,50371395,01,51
2023,50371402,01,51
2023,50371399,01,51
2023,50371396,12,3
2023,50371407,01,51
2023,50371394,01,51
2023,50371403,01,51
2023,50371408,01,51
2023,50371411,01,51
2023,50371413,01,51
2023,50371419,01,51
2023,50371409,01,51
2023,50371450,01,51
2023,50371415,01,51
2023,50371425,01,51
2023,50371436,01,51
2023,50371416,01,51
2023,50371424,01,51
2023,50371421,01,51
2023,50371435,01,51
2023,50371446,01,51
2023,50371405,01,51
2023,50371463,01,51
2023,50371418,01,51
2023,50371430,01,51
2023,50371393,01,51
2023,50371398,01,51
2023,50371406,01,51
2023,50371404,01,51
2023,50371410,01,51
2023,50371414,01,51
2023,50371400,01,51
2023,50371401,01,51
2023,50655936,01,51
2023,50655948,01,51
2023,50656002,01,51
2023,50656004,01,51
2023,50656009,01,51
2023,50655967,01,51
2023,50655972,01,51
2023,50655984,01,51
2023,50655995,01,51
2023,50655942,01,51
2023,50655945,01,51
2023,50655952,01,51
2023,50655978,01,51
2023,50655993,01,51
2023,50655985,01,51
2023,50655998,01,51
2023,50655980,01,51
2023,50655989,01,51
2023,50655997,01,51
2023,50655974,01,51
2023,50655983,01,51
2023,50655994,01,51
2023,50656000,01,51
2023,50655939,01,51
2023,50655947,01,51
2023,50655960,01,51
2023,50655943,01,51
2023,50655954,01,51
2023,50655949,01,51
2023,50655955,01,51
2023,50655959,01,51
2023,50655963,01,51
2023,50655968,01,51
2023,50655973,01,51
2023,50655977,01,51
2023,50655981,01,51
2023,50656006,01,51
2023,50655982,01,51
2023,50655992,01,51
2023,50655957,01,51
2023,50655969,01,51
2023,50655950,01,51
2023,50655964,01,51
2023,50655926,01,51
2023,50655976,01,51
2023,50655988,01,51
2023,50655987,01,51
2023,50655979,12,3
2023,50655990,01,51
2023,51063632,01,51
2023,51063460,01,51
2023,51063499,01,51
2023,51063547,01,51
2023,51063571,01,51
2023,51063621,01,51
2023,51063635,01,51
2023,51063456,01,51
2023,51063505,01,51
2023,51063546,01,51
2023,51063579,01,51
2023,51063490,01,51
2023,51063524,01,51
2023,51063562,01,51
2023,51063483,01,51
2023,51063493,01,51
2023,51063531,01,51
2023,51063558,01,51
2023,51063609,01,51
2023,51063626,01,51
2023,51063512,01,51
2023,51063541,01,51
2023,51063577,01,51
2023,51063593,01,51
2023,51063617,01,51
2023,51063627,01,51
2023,51063472,01,51
2023,51063526,01,51
2023,51063557,01,51
2023,51369630,01,51
2023,51369641,01,51
2023,51370012,01,51
2023,50654940,16,52
2023,50654942,01,51
2023,51369584,01,51
2023,51369590,01,51
2023,51369678,01,51
2023,51369650,01,51
2023,51369659,01,51
2023,51369665,01,51
2023,51369672,01,51
2023,51369677,01,51
2023,52051232,01,51
2023,52051241,01,51
2023,52051249,01,51
2023,52051262,01,51
2023,52051271,01,51
2023,52051282,01,51
2023,52051293,01,51
2023,52051308,01,51
2023,52051332,01,51
2023,52051298,01,51
2023,52051309,01,51
2023,52051322,01,51
2023,52051389,01,51
2023,52051254,01,51
2023,52051292,01,51
2023,52051302,01,51
2023,52051240,01,51
2023,52051250,01,51
2023,52051252,01,51
2023,52051258,01,51
2023,52051265,01,51
2023,52051273,01,51
2023,52051281,01,51
2023,52051185,01,51
2023,52051214,01,51
2023,52051260,01,51
2023,52051276,01,51
2023,52051263,01,51
2023,52051284,01,51
2023,52051350,01,51
2023,52051356,01,51
2023,52051363,01,51
2023,52051280,01,51
2023,52051288,01,51
2023,52051301,01,51
2023,52051311,01,51
2023,52051317,01,51
2023,52051327,01,51
2023,52051336,01,51
2023,52051345,01,51
2023,52051255,01,51
2023,52051341,01,51
2023,52051267,01,51
2023,52051379,01,51
2023,52051395,01,51
2023,52051279,01,51
2023,52051290,01,51
2023,52051331,01,51
2023,52051196,01,51
2023,52051205,01,51
2023,52051224,01,51
2023,51670276,01,51
2023,51670282,01,51
2023,51670279,01,51
2023,51670284,01,51
2023,51670287,01,51
2023,51670291,01,51
2023,51670285,01,51
2023,51670294,01,51
2023,51670303,01,51
2023,51670311,01,51
2023,51670308,01,51
2023,51670314,01,51
2023,51670288,01,51
2023,51670298,01,51
2023,51670306,01,51
2023,51670319,01,51
2023,51670323,01,51
2023,51670393,01,51
2023,52051300,01,51
2023,52051310,01,51
2023,52051320,01,51
2023,48492974,01,51
2023,48492969,01,51
2023,48492963,01,51
2023,48492975,01,51
2023,48492976,01,51
2023,48492957,01,51
2023,48492973,01,51
2023,48492952,01,51
2023,48492964,01,51
2023,48492989,01,51
2023,48492950,01,51
2023,48869356,01,51
2023,48869359,01,51
2023,49133661,01,51
2023,49133656,01,51
2023,49133667,01,51
2023,49767139,01,51
2023,49767138,01,51
2023,50369526,01,51
2023,50369520,01,51
2023,50369514,01,51
2023,50659376,01,51
2023,50659369,01,51
2023,51373317,01,51
2023,50368131,01,51
2023,50654876,01,51
2023,48491410,01,51
2023,48491411,01,51
2023,48491412,01,51
2023,48491413,01,51
2023,49128925,16,52
2023,49998629,01,51
2023,49998606,01,51
2023,49998633,01,51
2023,51669345,01,51
2023,51669346,11,1
2023,52050148,01,51
2023,52050147,01,51
2023,52050151,01,51
2023,52050143,01,51
2023,52050144,01,51
2023,52050149,01,51
2023,52050145,01,51
2023,52050150,01,51
2023,52050146,01,51
2023,51059034,01,51
2023,51059035,01,51
2023,52050164,01,51
2023,52050166,01,51
2023,51669347,01,51
2023,48174472,01,51
2023,50369819,01,51
2023,50369828,12,3
2023,50369836,01,51
2023,50369795,01,51
2023,50369829,01,51
2023,50369820,01,51
2023,50369830,01,51
2023,50369837,01,51
